company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
3.5,Project Coordinator,Perth,"Airlines, Airports & Air Transportation",5001 to 10000 Employees,Company - Private,Transportation & Logistics,3.3,3.5,3.3,3,"[""Passionate, collaborative people."",""Flight Benefits are ok if you can get on""]","[""toxic culture ."",""Not a lot of career progression for clerical staff"",""Poor management Low staff numbers""]","[""Four weeks of vacation accrue from day 1! Great way to utilize the flight benefits :)"",""Company matches 6% 401k paid time off/vacation = 4 weeks per year AND they want you to take it and great medical ""]"
3.5,Algorithm Software Developer,"San Jose, CA",Biotech & Pharmaceuticals,5001 to 10000 Employees,Company - Public,Pharmaceutical & Biotechnology,3.2,3.4,3.3,3.4,"[""Great workplace and people."",""Awesome management system."",""Good benefits"",""Average salary.""]","[""There are some people in the team who make work very unpleasant."",""Most of the software engineers left due to bad management and were replaced by people whom are either well connected or liked by their manager, Even when they don't have the proper education or experience."",""less benefit, work load lot"",""Everything good about this facility went overseas""]","[""401k, vacation, pto, insurance, leave\n"",""great benefits. great options for medical and other expenses. "",""Benefits are very outdated. Need to be revised to remain competitive in the market.""]"
3.9,Analyst Aide Temp Coops - College Students (Business Majors),"New York, NY",Energy & Utilities,10000+ Employees,Company - Public,"Energy, Mining & Utilities",3.9,3.9,3.6,3.7,"[""Good salary, pay, and benefits"",""good pay, looks good on resume"",""Good People"",""Great work life balance and experience.""]","[""Your pay isn't much higher than those you mange."",""Poor work life balance, unrecognized contributions to team"",""Old building with need for renovation""]","[""Excellent Benefits provided for full family medical, prescription, dental and eye care."",""Great 401K Match and company stock options"",""no pension plan available anymore""]"
2.8,Construction Financial Analyst - Hybrid,"New York, NY",Construction,1 to 50 Employees,Company - Private,"Construction, Repair & Maintenance Services",2.9,3,2.8,2.8,"[""Generous pay, and generous PTO."",""Really smart, hardworking coworkers."",""Amazing in communication with the employees""]","[""The CEO is a toxic evil person.""]","[""Health plans were reasonable for a smaller company, but more paid time off is required to stay competitive with other firms. "",""They provide health Insurance and paid personal time. They also have a generous paid Holiday schedule. They pay expenses promptly"",""They don't match 401k, and there are only 10 combined PTO days per year (vacation, sick, personal).  Very few holidays, and no flexibility with scheduling.  Bonuses don't even come close to making up for the unpaid overtime you will work.""]"
3.8,Financial Planning & Analysis Analyst,United States,Legal,51 to 200 Employees,Private Practice / Firm,Legal,3.6,3.5,3.7,3.5,"[""Smart and caring colleagues."",""The D.C. office fostered a warm and supportive work environment; the managing partner, Sue Huhta, fostered a fun and cohesive office dynamic, we ordered in lunch every Friday to eat together, and the attorneys were fantastic mentors."",""Decent benefits and salary."",""Caring management, concern for diversity and inclusion, excellent mission.""]","[""Can be tough to get proper training sometimes and not entirely standardized in terms of individual expectations.""]","[""Generous benefits &amp; wellness perks (Calm subscription, Modern Health, Bright Horizons, Health Club).  Amazing parental leave package."",""Excellent firm benefits and great culture."",""There are so many great benefits for new parents and mental health.""]"
3.8,Senior Software Developer,"Pleasanton, CA",Enterprise Software & Network Solutions,10000+ Employees,Company - Public,Information Technology,3.6,3.4,3.7,4,"[""flexible and good work life balance"",""Good Salary and chill environment"",""Good work culture and policies"",""Good benefits and leave policy"",""good management and team.""]","[""You get too much work life balance and no learning"",""Salary is low and performance is not rewarded"",""bad work culture"",""Less benefits are received."",""bad management forcing return to office""]","[""good perks, benefits in line with market, stock purchasing"",""Good average food nice !"",""Employees pay low cost for health benefits. ""]"
4.2,Product Manager,"London, England",Health Care Services & Hospitals,1001 to 5000 Employees,Company - Public,Healthcare,3.8,4,3.7,4,"[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]","[""The culture is not good""]","[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
4.1,Downstream Product Manager,"Mahwah, NJ",Health Care Products Manufacturing,10000+ Employees,Company - Public,Manufacturing,4.1,4,4.1,3.7,"[""Work life balance No micro management Exposure to grow and acquire new knowledge areas"",""great culture to recognize employee efforts"",""Benefits were great."",""The people are great"",""strong leadership""]","[""Awful work/life balance, unrealistic expectations, incompetent management"",""Bad leadership and poor communication between management and their employees.""]","[""Overall, benefits are pretty good.  "",""Great benefits and a great culture!"",""Very open to negotiate vacation and free time""]"
3.3,Business Intelligence Analyst,"Rochester, NY",Consumer Product Manufacturing,Unknown,Company - Public,Manufacturing,3,3.3,2.9,3.1,"[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]","[""Management is angry all the time.""]","[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
4,Dry Bulk Market Data Analyst,"Houston, TX",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Private,Information Technology,4.1,3.8,3.7,3.9,"[""Never dying innovation and progressive aspiration""]","[""Salary is lower than average"",""few possibilites for development, little mentorship""]","[""Covered healthcare for the whole family"",""100% employer paid plus dependents "",""Health insurance premiums are fully paid for by the company. INCLUDING employee family. Benefits are low deductible with great 80/20 coverage. Industry standard vision and dental. Great PTO and holiday benefits.  ""]"
